From_Port_Code,To_Port_Code
KHKOS,CNNBG
CNNBG,CNSHA
CNSHA,CNSHK
THPAT,THLCH
CNNBG,CNSHA
CNSHA,CNSHK
CNSHK,KHKOS
THPAT,THLCH
CNNBG,CNSHA
CNSHA,KHKOS
KHKOS,CNSHK
THPAT,THLCH
KHKOS,CNNBG
CNNBG,CNSHA
CNSHA,CNSHK
AEJEA,QAQTM
QAQTM,SGSIN
AEJEA,QAQTM
AEJEA,QAQTM
AEJEA,QAQTM
QAQTM,SGSIN
INKAT,INCCU
INCCU,INKAT
VNC8Q,SGSIN
INCCU,INKAT
VNC8Q,SGSIN
INCCU,INKAT
VNC8Q,SGSIN
INCCU,INKAT
SGSIN,VNC8Q
IDSRG,IDSUB
IDSRG,IDSUB
IDSRG,IDSUB
IDSRG,IDSUB
SGSIN,MYWSP
IDSRG,IDSUB
SGSIN,IDJK3
THLCH,SGSIN
IDJK3,SGSIN
THLCH,SGSIN
SGSIN,IDJK3
THLCH,SGSIN
IDJK3,SGSIN
THLCH,SGSIN
IDJK3,SGSIN
SGSIN,THLCH
IDJK3,SGSIN
THLCH,SGSIN
IDJK3,SGSIN
SGSIN,THLCH
IDJK3,SGSIN
SGSIN,THLCH
IDJK3,SGSIN
THLCH,SGSIN
IDJK3,SGSIN
THLCH,SGSIN
SGSIN,IDJK3
THLCH,SGSIN
IDJK3,SGSIN
THLCH,SGSIN
IDJK3,SGSIN
THLCH,SGSIN
SGSIN,THLCH
THLCH,SGSIN
LKCMB,SGSIN
SGSIN,INGTI
INGTI,INPAV
INPAV,PKKHI
PKKHI,PKQCT
THLCH,HKHIT
HKHIT,CNSHK
HKHIT,CNXMN
CNXMN,KRINC
KRINC,THLCH
HKHIT,CNSHK
CNSHK,CNTXG
CNTXG,CNDLC
CNDLC,CNTAO
THLCH,KRINC
KRINC,HKHIT
HKHIT,CNXMN
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
THLCH,HKHIT
HKHIT,KRINC
KRINC,CNXMN
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
HKHIT,CNXMN
CNXMN,THLCH
THLCH,KRINC
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
HKHIT,CNXMN
CNXMN,THLCH
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
INPAV,INGTI
INGTI,HKHIT
HKHIT,MYWSP
MYWSP,SGSIN
CNXMN,CNSHK
CNSHK,SGSIN
SGSIN,LKCMB
LKCMB,CNTXG
CNTXG,CNDLC
CNDLC,KRBCT
HKHIT,INGTI
INGTI,INPAV
INPAV,MYWSP
MYWSP,SGSIN
SGSIN,HKHIT
HKHIT,INGTI
INGTI,INPAV
INPAV,MYWSP
CNXMN,HKHIT
HKHIT,CNSHK
CNSHK,CNTXG
CNTXG,CNDLC
CNDLC,KRBCT
KRBCT,CNSHA
CNSHA,LKCMB
LKCMB,SGSIN
INGTI,MYWSP
MYWSP,SGSIN
SGSIN,HKHIT
HKHIT,INPAV
LKCMB,CNDLC
CNDLC,KRBCT
KRBCT,CNSHA
CNSHA,CNXMN
CNXMN,HKHIT
HKHIT,CNSHK
CNSHK,SGSIN
SGSIN,CNTXG
CNDLC,KRBCT
KRBCT,CNSHA
CNSHA,CNTXG
MYWSP,SGSIN
SGSIN,HKHIT
HKHIT,INGTI
INGTI,INPAV
INGTI,INPAV
INPAV,MYWSP
MYWSP,SGSIN
SGSIN,HKHIT
SGSIN,CNTXG
CNTXG,CNDLC
CNDLC,KRBCT
KRBCT,CNSHA
CNSHA,CNXMN
CNXMN,HKHIT
HKHIT,CNSHK
CNSHK,LKCMB
CNXMN,HKHIT
HKHIT,CNSHK
CNSHK,CNTXG
CNTXG,CNDLC
CNDLC,KRBCT
KRBCT,CNSHA
PHCGY,PHZBG
PHZBG,PHCEB
PHZBG,PHCEB
PHCEB,PHCGY
PHZBG,PHCEB
PHCEB,PHCGY
PHZBG,PHCEB
PHCEB,PHCGY
PHZBG,PHCEB
PHCEB,PHCGY
PHZBG,PHCEB
PHCEB,PHCGY
JPHNN,JPTYO
JPYAT,JPUKB
JPHNN,JPTYO
JPYAT,JPUKB
JPHNN,JPTYO
JPUKB,JPYAT
JPHNN,JPTYO
THPAT,THLCH
CNNBG,CNSHA
CNSHA,CNSHK
CNSHK,KHKOS
THPAT,THLCH
CNSHK,KHKOS
KHKOS,CNNBG
CNNBG,CNSHA
THPAT,THLCH
CNNBG,CNSHA
CNSHA,CNSHK
CNSHK,KHKOS
THPAT,THLCH
CNNBG,CNSHK
CNSHK,KHKOS
KHKOS,CNSHA
THPAT,THLCH
CNSHK,KHKOS
KHKOS,CNNBG
CNNBG,CNSHA
VNCLI,VNC8Q
VNC8Q,VNCLI
CNNSA,CNSHA
CNNSA,CNSHA
CNSHA,CNNSA
CNSHA,CNNSA
CNNSA,CNSHA
CNSHA,CNNSA
CNNSA,CNSHA
CNNSA,CNSHA
CNNSA,CNSHK
CNSHK,HKMTL
HKMTL,KHKOS
THLCH,VNPAP
VNPAP,PHBTG
PHBTG,PHMNL
CNNSA,CNSHK
CNSHK,HKMTL
HKMTL,KHKOS
PHBTG,PHMNL
PHMNL,THLCH
THLCH,VNPAP
CNNSA,CNSHK
CNSHK,HKMTL
HKMTL,KHKOS
HKMTL,KHKOS
KHKOS,CNNSA
CNNSA,CNSHK
THLCH,VNPAP
VNPAP,PHBTG
PHBTG,PHMNL
THLCH,VNCLI
VNCLI,THTCT
THTCT,THLCH
KRJIT,KRPUS
KRPUS,CNSHA
CNSHA,VNCLI
VNCLI,THLCH
THTCT,THLCH
THLCH,VNCLI
VNCLI,THLCH
THLCH,KRJIT
KRJIT,KRPUS
KRPUS,CNSHA
THTCT,THLCH
THLCH,VNCLI
CNSHA,KRJIT
KRJIT,KRPUS
KRPUS,VNCLI
VNCLI,THLCH
CNTAO,CNSHA
JPTOY,JPKIJ
JPKIJ,JPOTR
JPKNZ,JPKIJ
CNSHA,CNTAO
JPTOY,JPKIJ
JPKIJ,JPOTR
JPKNZ,JPKIJ
CNTAO,CNSHA
JPTOY,JPKIJ
JPKIJ,JPOTR
JPOTR,JPTOY
JPTOY,JPKIJ
JPKIJ,JPOTR
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
SGSIN,MYPKG
MYPKG,VNCLI
VNCLI,THLCH
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
THLCH,SGSIN
SGSIN,VNCLI
VNCLI,MYPKG
INVTZ,MYPKG
MYPKG,SGSIN
SGSIN,INMAA
SGSIN,MYPKG
MYPKG,VNCLI
VNCLI,THLCH
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
PKKHI,PKQCT
PKQCT,LKCMB
LKCMB,SGSIN
SGSIN,INGTI
INGTI,INPAV
JPSBS,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPHSM
JPHSM,JPSBS
JPOIT,JPIMI
JPIMI,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPHSM
JPSBS,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPHSM
JPHSM,JPSBS
JPIMI,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPHSM
JPHSM,JPOIT
JPSBS,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
INMAA,INGGV
INGGV,MYWSP
MYWSP,SGSIN
MYWSP,SGSIN
SGSIN,INMAA
INMAA,INGGV
CNNSA,SGSIN
SGSIN,CNSHA
CNSHA,CNNBG
INMAA,INGGV
INGGV,MYWSP
MYWSP,SGSIN
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,SGSIN
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
JPOSA,JPUKB
TZTAG,KEMBA
KEMBA,MYWSP
CNNSA,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,MYWSP
MYWSP,TZTAG
TZTAG,KEMBA
MYWSP,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,MYWSP
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPHSM
JPIMI,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPOIT
JPSBS,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPFKY,JPMIZ
JPMIZ,JPHIJ
JPHIJ,JPHSM
JPHIJ,JPHSM
JPHSM,JPOIT
JPOIT,JPIMI
JPIMI,JPFKY
JPFKY,JPMIZ
JPSBS,JPFKY
JPFKY,JPMIZ
JPMIZ,JPHIJ
PHMNL,THPAT
THPAT,THLCH
CNSHA,CNNBG
THPAT,THLCH
THLCH,PHMNL
INGGV,INMAA
INMAA,MYWSP
MYWSP,SGSIN
INMAA,INGGV
INGGV,MYWSP
MYWSP,SGSIN
CNNSA,SGSIN
SGSIN,CNSHA
CNSHA,CNNBG
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,SGSIN
PHNCT,PHMNL
PHNCT,PHMNL
PHNCT,PHMNL
PHNCT,PHMNL
PHNCT,PHMNL
PHNCT,PHMNL
PHNCT,PHMNL
VNPAP,PHMNL
PHMNL,PHBTG
PHBTG,PHMNL
PHMNL,VNPAP
VNPAP,PHBTG
PHBTG,THLCH
THLCH,PHMNL
PHMNL,VNPAP
VNPAP,PHBTG
PHBTG,PHMNL
PHMNL,VNPAP
VNPAP,PHBTG
PHBTG,THLCH
VNPAP,PHMNL
PHMNL,PHBTG
PHBTG,PHMNL
PHMNL,VNPAP
VNPAP,PHBTG
PHBTG,THLCH
THLCH,PHMNL
PHMNL,VNPAP
VNPAP,PHBTG
PHBTG,PHMNL
PHMNL,VNPAP
VNPAP,PHBTG
PHBTG,THLCH
CNNSA,CNSHK
CNSHK,HKMTL
HKMTL,KHKOS
THLCH,VNPAP
VNPAP,PHBTG
PHBTG,PHMNL
CNXMN,VNHPH
VNHPH,CNXMN
CNXMN,VNHPH
KRJIT,KRPUS
CNXMN,VNHPH
VNHPH,CNXMN
CNXMN,VNHPH
KRJIT,KRPUS
KRPUS,KRJIT
KRJIT,KRPUS
VNHPH,CNXMN
CNXMN,VNHPH
VNHPH,CNXMN
KRJIT,KRPUS
KRPUS,KRJIT
KRJIT,KRPUS
VNHPH,CNXMN
CNXMN,VNHPH
VNHPH,CNXMN
KRJIT,KRPUS
KRPUS,KRJIT
KRJIT,KRPUS
VNHPH,CNXMN
KRJIT,KRPUS
VNHPH,CNXMN
KRJIT,KRPUS
THTCT,THLCH
THLCH,VNCLI
VNCLI,THLCH
THLCH,VNCLI
VNCLI,KRJIT
KRJIT,KRPUS
KRPUS,CNSHA
CNSHA,VNCLI
VNCLI,THLCH
THLCH,CNSHA
THTCT,THLCH
THLCH,VNCLI
VNCLI,THTCT
THTCT,THLCH
THLCH,VNCLI
THLCH,CNSHA
CNSHA,VNCLI
VNCLI,THLCH
THLCH,KRJIT
KRJIT,KRPUS
KRPUS,CNSHA
CNSHA,VNCLI
VNCLI,KRJIT
KRJIT,KRPUS
CNXMN,VNHPH
VNHPH,CNXMN
CNXMN,VNHPH
CNXMN,VNHPH
VNHPH,CNXMN
CNXMN,VNHPH
KRJIT,KRPUS
KRPUS,KRJIT
KRJIT,KRPUS
VNHPH,CNXMN
CNXMN,VNHPH
VNHPH,CNXMN
KRJIT,KRPUS
KRPUS,KRJIT
KRJIT,KRPUS
VNHPH,CNXMN
CNXMN,VNHPH
VNHPH,CNXMN
KRJIT,KRPUS
KRPUS,KRJIT
KRJIT,KRPUS
IDSUB,IDSRG
IDSRG,IDJK1
IDJK1,MYPKG
CNSHK,CNNSA
MYPKG,IDSUB
IDSUB,IDSRG
IDSRG,IDJK1
CNSHK,CNNSA
MYPKG,IDSUB
IDSUB,IDSRG
IDSRG,IDJK1
CNSHK,CNNSA
IDSUB,IDSRG
IDSRG,IDJK1
IDJK1,MYPKG
CNSHK,CNNSA
MYPKG,IDSUB
IDSUB,IDSRG
IDSRG,IDJK1
CNSHK,CNNSA
PHNCT,PHMNL
PHNCT,PHMNL
PHNCT,PHMNL
PHMNL,PHNCT
PHMNL,PHNCT
PHNCT,PHMNL
PHMNL,PHNCT
PHNCT,PHMNL
EGSOK,SASCT
EGSOK,SASCT
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,CNSHK
SASCT,EGSOK
CNNSA,CNSHK
CNSHK,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
IDNPC,IDSUB
IDSUB,CNSHK
CNSHA,KRSSD
KRSSD,KRJIT
KRJIT,CNTAO
IDNPC,IDSUB
IDSUB,CNSHK
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,IDSUB
IDSUB,CNSHK
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,IDSUB
IDSUB,CNSHK
CNTAO,CNSHA
CNSHA,KRSSD
KRSSD,KRJIT
IDSUB,CNSHK
CNSHK,IDNPC
CNSHA,KRSSD
KRSSD,KRJIT
KRJIT,CNTAO
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
INPAV,MYWSP
HKHIT,INGTI
INGTI,INPAV
INPAV,MYWSP
MYWSP,SGSIN
CNXMN,HKHIT
HKHIT,CNSHK
CNSHK,CNTXG
CNTXG,CNDLC
CNDLC,KRBCT
KRBCT,CNSHA
CNSHA,LKCMB
LKCMB,SGSIN
INGTI,MYWSP
MYWSP,SGSIN
SGSIN,HKHIT
HKHIT,INPAV
LKCMB,KRBCT
KRBCT,CNSHA
CNSHA,CNXMN
CNXMN,HKHIT
HKHIT,CNSHK
CNSHK,SGSIN
SGSIN,CNTXG
CNTXG,CNDLC
SGSIN,CNTXG
CNTXG,CNDLC
CNDLC,KRBCT
KRBCT,CNSHA
CNSHA,CNXMN
CNXMN,HKHIT
HKHIT,CNSHK
JPKNZ,JPKIJ
CNTAO,CNSHA
JPTOY,JPKIJ
JPKIJ,JPOTR
JPKIJ,JPKNZ
CNTAO,CNSHA
JPOTR,JPTOY
JPTOY,JPKIJ
JPKNZ,JPKIJ
HKHIT,CNSHK
CNSHK,KRINC
VNCLI,HKHIT
HKHIT,CNSHK
CNSHK,KRINC
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
CNSHK,CNDLC
VNCLI,HKHIT
HKHIT,CNSHK
CNSHK,KRINC
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
VNCLI,HKHIT
HKHIT,CNSHK
CNSHK,KRINC
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
KRINC,VNCLI
VNCLI,HKHIT
HKHIT,CNSHK
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
VNCLI,HKHIT
HKHIT,CNSHK
CNSHK,KRINC
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
KRINC,VNCLI
VNCLI,HKHIT
HKHIT,CNSHK
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
VNCLI,HKHIT
HKHIT,CNSHK
CNSHK,KRINC
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
HKHIT,CNSHK
CNSHK,CNDLC
CNDLC,CNTXG
CNTXG,CNTAO
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
AEJEA,INMUN
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHNCT,PHMNL
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
MYWSP,SGSIN
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
JPHNN,JPTYO
JPOSA,JPUKB
JPHNN,JPTYO
JPUKB,JPOSA
JPHNN,JPTYO
JPOSA,JPUKB
JPHNN,JPTYO
SASGT,EGSOK
EGSOK,SADMM
SADMM,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
AEFJR,AEJEA
AEJEA,OMSOH
OMSOH,AEKLF
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
AEKLF,AEFJR
AEFJR,AEJEA
AEJEA,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
AEJEA,INMUN
AEJEA,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
INAMT,INKDA
INKDA,INNSF
INNSF,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
AEJEA,INGTI
INGTI,INAMT
AEKLF,AEFJR
AEFJR,AEJEA
AEJEA,INGTI
INGTI,INAMT
INAMT,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
AEJEA,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
SADMM,IQUQR
SADMM,INMUN
INMUN,MYWSP
MYWSP,AEJE3
VNCIT,THLCH
THLCH,MYWSP
MYWSP,INNSA
AEJE3,SADMM
AEJEA,QAQTM
QAQTM,SADMM
SADMM,KWCTS
AEJEA,AESHJ
AESHJ,IQWST
SADMM,AEKLF
AEKLF,SAJDH
SAJDH,EGSOK
EGSOK,IQUQR
IQUQR,JOACT
JOACT,KWCTS
INAMT,AEJEA
SASGT,EGSOK
EGSOK,SADMM
SADMM,OMSOH
OMSOH,AEKLF
AEKLF,AEFJR
AEFJR,AEJEA
CNNSA,CNSHK
JPOSA,JPUKB
JPHNN,JPTYO
JPOSA,JPUKB
JPHNN,JPTYO
JPOSA,JPUKB
JPHNN,JPTYO
JPOSA,JPUKB
MYWSP,INGTI
INGTI,INMUN
INGTI,INMUN
INMUN,MYWSP
CNNSA,CNDCB
CNDCB,CNTAO
CNTAO,CNXMN
CNXMN,LKCWT
LKCWT,MYWSP
INMUN,MYWSP
MYWSP,INGTI
MYWSP,LKCWT
LKCWT,CNTAO
CNTAO,CNXMN
CNXMN,CNNSA
CNNSA,CNDCB
MYWSP,INGTI
INGTI,INMUN
CNXMN,CNNSA
CNNSA,CNDCB
CNDCB,CNTAO
CNTAO,LKCWT
LKCWT,MYWSP
IDNPC,IDSUB
IDSUB,CNSHK
CNSHK,IDNPC
IDNPC,IDSUB
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,CNSHK
CNSHK,IDSUB
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,IDSUB
IDSUB,CNSHK
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
CNSHK,IDNPC
IDNPC,IDSUB
KRJIT,CNTAO
CNTAO,CNSHA
CNSHA,KRSSD
CNSHK,IDNPC
IDNPC,IDSUB
KRSSD,CNSHA
CNSHA,KRJIT
KRJIT,CNTAO
THSSP,THPAT
CNNSA,THSSP
THPAT,THSSP
CNSHK,CNNSA
CNNSA,THSSP
THPAT,THSSP
CNSHK,CNNSA
CNNSA,THSSP
THPAT,THSSP
CNSHK,CNNSA
CNNSA,THSSP
THPAT,THSSP
THSSP,CNSHK
CNSHK,CNNSA
THPAT,THSSP
CNSHK,CNNSA
CNNSA,THSSP
HKHIT,CNSHK
CNSHK,CNDLC
CNDLC,CNTXG
CNTXG,CNTAO
KRINC,VNCLI
VNCLI,HKHIT
HKHIT,CNSHK
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
HKHIT,CNSHK
CNSHK,KRINC
KRINC,VNCLI
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
VNCLI,CNSHK
CNSHK,KRINC
KRINC,HKHIT
CNTAO,HKHIT
HKHIT,CNSHK
CNSHK,CNDLC
CNDLC,CNTXG
HKHIT,CNSHK
CNSHK,VNCLI
CNDLC,CNTXG
CNTXG,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
SGSIN,INKDA
IDNPC,IDSUB
IDSUB,CNSHK
CNTAO,CNSHA
IDNPC,IDSUB
IDSUB,CNSHK
CNTAO,CNSHA
CNSHA,KRSSD
KRSSD,KRJIT
IDSUB,CNSHK
CNSHK,IDNPC
CNSHA,KRSSD
KRSSD,KRJIT
KRJIT,CNTAO
CNSHK,IDNPC
IDNPC,IDSUB
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,IDSUB
IDSUB,CNSHK
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,IDSUB
IDSUB,CNSHK
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
IDNPC,IDSUB
KRSSD,KRJIT
KRJIT,CNTAO
CNTAO,CNSHA
MYWSP,SGSIN
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
MYWSP,SGSIN
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHMNL,PHNCT
SGSIN,MYWSP
PHNCT,PHMNL
SGSIN,MYWSP
PHMNL,PHNCT
THLCH,VNCLI
VNCLI,PHMNL
CNSHA,KRPUS
KRPUS,CNTAO
VNCLI,PHMNL
PHMNL,THLCH
KRPUS,CNTAO
CNTAO,CNSHA
PHMNL,THLCH
THLCH,VNCLI
KRPUS,CNTAO
CNTAO,CNSHA
THLCH,PHMNL
PHMNL,VNCLI
KRPUS,CNTAO
CNTAO,CNSHA
THLCH,VNCLI
VNCLI,PHMNL
KRPUS,CNTAO
CNTAO,CNSHA
VNCLI,PHMNL
PHMNL,THLCH
CNTAO,CNSHA
CNSHA,KRPUS
PHMNL,THLCH
THLCH,VNCLI
INMAA,MYPKG
MYPKG,SGSIN
INVTZ,MYPKG
MYPKG,SGSIN
SGSIN,INMAA
MYPKG,SGSIN
SGSIN,INMAA
INMAA,INVTZ
INMAA,MYPKG
MYPKG,SGSIN
SGSIN,INVTZ
INMAA,INVTZ
INVTZ,SGSIN
SGSIN,MYPKG
INMAA,INVTZ
INVTZ,MYPKG
MYPKG,SGSIN
INVTZ,INMAA
SGSIN,MYPKG
SGSIN,VNCLI
VNCLI,THLCH
THLCH,MYPKG
MYPKG,VNCLI
VNCLI,THLCH
THLCH,SGSIN
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
VNCLI,THLCH
THLCH,SGSIN
SGSIN,MYPKG
IDJK1,IDSUB
IDSUB,IDSRG
IDSRG,MYPKG
IDSUB,IDSRG
IDSRG,IDJK1
IDJK1,MYPKG
MYPKG,IDSUB
IDSUB,IDSRG
IDSRG,IDJK1
IDSRG,IDJK1
IDJK1,IDSUB
IDSUB,MYPKG
IDSUB,IDSRG
IDSRG,IDJK1
IDJK1,MYPKG
CNSHK,CNNSA
CNSHK,CNNSA
CNSHK,CNNSA
CNSHK,CNNSA
CNSHK,CNNSA
IDSUB,IDJK1
IDJK1,MYPKG
MYPKG,CNSHK
CNSHK,CNNSA
CNSHK,CNNSA
INGTI,MYPKG
MYPKG,INCOK
INGTI,INCOK
INCOK,MYPKG
MYPKG,CNNBG
CNNBG,CNNSA
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,MYWSP
MYWSP,MYPKG
CNNBG,CNNSA
CNNSA,CNTAO
CNTAO,CNSHA
CNSHA,MYWSP
MYWSP,MYPKG
MYWSP,MYPKG
MYPKG,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
INGTI,INCOK
INCOK,MYPKG
MYPKG,INGTI
INGTI,INCOK
INGTI,INCOK
INCOK,MYPKG
INCOK,INGTI
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,MYWSP
MYWSP,MYPKG
MYPKG,CNTAO
CNXMN,KRINC
KRINC,THLCH
THLCH,HKHIT
THLCH,KRINC
KRINC,HKHIT
HKHIT,CNXMN
THLCH,HKHIT
HKHIT,CNXMN
CNXMN,KRINC
HKHIT,CNXMN
CNXMN,THLCH
THLCH,KRINC
CNXMN,KRINC
KRINC,THLCH
THLCH,HKHIT
KRINC,THLCH
THLCH,HKHIT
HKHIT,CNXMN
KRINC,THLCH
THLCH,HKHIT
HKHIT,CNXMN
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
CNSHK,CNTXG
CNTXG,CNDLC
CNDLC,CNTAO
CNTAO,HKHIT
HKHIT,CNSHK
CNTXG,CNDLC
INCOK,MYPKG
MYPKG,INGTI
MYPKG,INGTI
INGTI,INCOK
INGTI,INCOK
INCOK,MYPKG
INCOK,MYPKG
MYPKG,INGTI
MYPKG,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,MYWSP
MYWSP,MYPKG
MYPKG,CNTAO
MYWSP,MYPKG
MYPKG,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNTAO,CNSHA
CNSHA,CNNBG
INGTI,INCOK
INCOK,MYPKG
MYPKG,INGTI
INGTI,INCOK
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,MYPKG
MYPKG,CNTAO
CNTAO,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
CNNSA,MYWSP
MYWSP,MYPKG
MYPKG,CNNSA
CNSHA,CNNBG
CNNBG,MYPKG
JOACT,SASCT
SASCT,SASGT
SASGT,EGSOK
AEJE3,INANI
INANI,SASGT
SASGT,INANI
SGSIN,INMAA
INMAA,MYWSP
MYWSP,SGSIN
SGSIN,INMAA
INMAA,INGGV
SGSIN,CNSHA
CNSHA,CNNBG
CNNBG,CNNSA
SGSIN,INGTI
INGTI,INPAV
INPAV,PKKHI
PKKHI,PKQCT
SGSIN,MYWSP
LKCMB,INGTI
INGTI,INPAV
INPAV,PKKHI
PKKHI,PKQCT
PKQCT,SGSIN
SGSIN,MYWSP
MYWSP,THLCH
SASCT,SASGT
SASGT,EGSOK
